# start	end	mode	name  (end = start+size-1; 0 = size unknown)
0x080BAA20	0x080BAA63	thumb	StartBlendAnimSpriteColor
0x080BAA64	0x080BAB0B	thumb	AnimTask_BlendSpriteColor_Step2
0x080BAB0C	0x080BAB4B	thumb	AnimTask_HardwarePaletteFade
0x080BAB4C	0x080BAB6B	thumb	AnimTask_HardwarePaletteFade_Step
0x080BAB6C	0x080BABA3	thumb	AnimTask_TraceMonBlended
0x080BABA4	0x080BAC7B	thumb	AnimTask_TraceMonBlended_Step
0x080BAC7C	0x080BACBF	thumb	AnimMonTrace
0x080BACC0	0x080BAF0B	thumb	AnimTask_DrawFallingWhiteLinesOnAttacker
0x080BAF0C	0x080BB05B	thumb	AnimTask_DrawFallingWhiteLinesOnAttacker_Step
0x080BB05C	0x080BB0AB	thumb	InitStatsChangeAnimation
0x080BB0AC	0x080BB273	thumb	StatsChangeAnimation_Step1
0x080BB274	0x080BB48B	thumb	StatsChangeAnimation_Step2
0x080BB48C	0x080BB633	thumb	StatsChangeAnimation_Step3
0x080BB634	0x080BB69F	thumb	AnimTask_Flash
0x080BB6A0	0x080BB763	thumb	AnimTask_Flash_Step
0x080BB764	0x080BB7AF	thumb	SetPalettesToColor
0x080BB7B0	0x080BB7FF	thumb	AnimTask_BlendNonAttackerPalettes
0x080BB800	0x080BB877	thumb	AnimTask_StartSlidingBg
0x080BB878	0x080BB8F3	thumb	AnimTask_UpdateSlidingBg
0x080BB8F4	0x080BB91F	thumb	AnimTask_GetAttackerSide
0x080BB920	0x080BB94B	thumb	AnimTask_GetTargetSide
0x080BB94C	0x080BB983	thumb	AnimTask_GetTargetIsAttackerPartner
0x080BB984	0x080BB9F3	thumb	AnimTask_SetAllNonAttackersInvisiblity
0x080BB9F4	0x080BBBFF	thumb	StartMonScrollingBgMask
0x080BBC00	0x080BBDC3	thumb	UpdateMonScrollingBgMask
0x080BBDC4	0x080BBDE3	thumb	AnimTask_GetBattleTerrain
0x080BBDE4	0x080BBE0F	thumb	AnimTask_AllocBackupPalBuffer
0x080BBE10	0x080BBE3F	thumb	AnimTask_FreeBackupPalBuffer
0x080BBE40	0x080BBEDB	thumb	AnimTask_CopyPalUnfadedToBackup
0x080BBEDC	0x080BBF77	thumb	AnimTask_CopyPalUnfadedFromBackup
0x080BBF78	0x080BBFFF	thumb	AnimTask_CopyPalFadedToUnfaded
0x080BC000	0x080BC033	thumb	AnimTask_IsContest
0x080BC034	0x080BC063	thumb	AnimTask_SetAnimAttackerAndTargetForEffectTgt
0x080BC064	0x080BC0AF	thumb	AnimTask_IsTargetSameSide
0x080BC0B0	0x080BC0CF	thumb	AnimTask_SetAnimTargetToBattlerTarget
0x080BC0D0	0x080BC0FF	thumb	AnimTask_SetAnimAttackerAndTargetForEffectAtk
0x080BC100	0x080BC16F	thumb	AnimTask_SetAttackerInvisibleWaitForSignal
0x080BC170	0x080BC1CB	thumb	AnimTask_WaitAndRestoreVisibility
0x080BC1CC	0x080BC2DF	thumb	SetAnimBgAttribute
0x080BC2E0	0x080BC371	thumb	GetAnimBgAttribute
0x080BC374	0x080BC3EF	thumb	HandleIntroSlide
0x080BC3F0	0x080BC44F	thumb	BattleIntroSlideEnd
0x080BC450	0x080BC69B	thumb	BattleIntroSlide1
0x080BC69C	0x080BC9A7	thumb	BattleIntroSlide2
0x080BC9A8	0x080BCC1F	thumb	BattleIntroSlide3
0x080BCC20	0x080BCEC7	thumb	BattleIntroSlideLink
0x080BCEC8	0x080BCF9F	thumb	CopyBattlerSpriteToBg
0x080BCFA0	0x080BD06F	thumb	DrawBattlerOnBgDMA
0x080BD070	0x080BD0A7	thumb	MovePlayerOnBike
0x080BD0A8	0x080BD0D3	thumb	GetBikeTransitionId
0x080BD0D4	0x080BD19B	thumb	BikeInputHandler_Normal
0x080BD19C	0x080BD1BB	thumb	BikeInputHandler_Turning
0x080BD1BC	0x080BD24F	thumb	BikeInputHandler_Slope
0x080BD250	0x080BD25D	thumb	BikeTransition_FaceDirection
0x080BD260	0x080BD29B	thumb	BikeTransition_TurnDirection
0x080BD29C	0x080BD329	thumb	BikeTransition_MoveDirection
0x080BD32C	0x080BD351	thumb	BikeTransition_Downhill
0x080BD354	0x080BD371	thumb	BikeTransition_Uphill
0x080BD374	0x080BD3DF	thumb	GetBikeCollision
0x080BD3E0	0x080BD433	thumb	GetBikeCollisionAt
0x080BD434	0x080BD459	thumb	RS_IsRunningDisallowed
0x080BD45C	0x080BD489	thumb	IsRunningDisallowed
0x080BD48C	0x080BD4C1	thumb	MetatileBehaviorForbidsBiking
0x080BD4C4	0x080BD511	thumb	CanBikeFaceDirectionOnRail
0x080BD514	0x080BD55D	thumb	IsBikingDisallowedByPlayer
0x080BD560	0x080BD599	thumb	IsPlayerNotUsingAcroBikeOnBumpySlope
0x080BD59C	0x080BD5F1	thumb	GetOnOffBike
0x080BD5F4	0x080BD623	thumb	BikeClearState
0x080BD624	0x080BD637	thumb	Bike_UpdateBikeCounterSpeed
0x080BD638	0x080BD647	thumb	Bike_SetBikeStill
0x080BD648	0x080BD697	thumb	GetPlayerSpeed
0x080BD698	0x080BD6EB	thumb	Bike_HandleBumpySlopeJump
0x080BD6EC	0x080BD725	thumb	IsECGroupUnlocked
0x080BD728	0x080BD75F	thumb	EasyChat_GetNumWordsInGroup
0x080BD760	0x080BD7CB	thumb	IsECWordInvalid
0x080BD7CC	0x080BD823	thumb	GetEasyChatWord
0x080BD824	0x080BD86F	thumb	CopyEasyChatWord
0x080BD870	0x080BD8FF	thumb	ConvertEasyChatWordsToString
0x080BD900	0x080BD947	thumb	GetEasyChatWordStringLength
0x080BD948	0x080BD9BB	thumb	EC_DoesEasyChatStringFitOnLine
0x080BD9BC	0x080BDA13	thumb	GetRandomWordFromGroup
0x080BDA14	0x080BDA4D	thumb	GetRandomWordFromAnyGroup
0x080BDA50	0x080BDAEF	thumb	ShowEasyChatMessage
0x080BDAF0	0x080BDB1B	thumb	BufferRandomHobbyOrLifestyleString
0x080BDB1C	0x080BDB43	thumb	IsTrendySayingUnlocked
0x080BDB44	0x080BDB73	thumb	EnableRareWord
0x080BDB74	0x080BDB9D	thumb	GetNumUnlockedTrendySayings
0x080BDBA0	0x080BDC13	thumb	UnlockRandomTrendySaying
0x080BDC14	0x080BDC7B	thumb	GetRandomUnlockedTrendySaying
0x080BDC7C	0x080BDC89	thumb	EC_IsNationalPokedexEnabled
0x080BDC8C	0x080BDD07	thumb	GetRandomECPokemon
0x080BDD08	0x080BDDFB	thumb	InitEasyChatPhrases
0x080BDDFC	0x080BDE17	thumb	InitQuestionnaireWords
0x080BDE18	0x080BDE43	thumb	InitEasyChatSelection
0x080BDE44	0x080BDE5B	thumb	DestroyEasyChatSelectionData
0x080BDE5C	0x080BDF0B	thumb	PopulateECGroups
0x080BDF0C	0x080BDF17	thumb	GetNumDisplayableGroups
0x080BDF18	0x080BDF3D	thumb	GetSelectedGroupByIndex
0x080BDF40	0x080BDF83	thumb	BufferEasyChatWordGroupName
0x080BDF84	0x080BDF93	thumb	GetEasyChatWordGroupName
0x080BDF94	0x080BDFCB	thumb	CopyEasyChatWordPadded
0x080BDFCC	0x080BE13F	thumb	PopulateAlphabeticalGroups
0x080BE140	0x080BE16F	thumb	GetUnlockedECWords
0x080BE170	0x080BE1A7	thumb	GetDisplayedWordByIndex
0x080BE1A8	0x080BE1BB	thumb	GetNumDisplayedWords
0x080BE1BC	0x080BE2CB	thumb	GetUnlockedWordsInECGroup
0x080BE2CC	0x080BE33F	thumb	GetUnlockedWordsInAlphabeticalGroup
0x080BE340	0x080BE377	thumb	IsGroupSelectable
0x080BE378	0x080BE3EB	thumb	UnlockedECMonOrMove
0x080BE3EC	0x080BE411	thumb	EC_IsDeoxys
0x080BE414	0x080BE43F	thumb	IsWordUnlocked
0x080BE440	0x080BE44B	thumb	InitMonMarkingsMenu
0x080BE44C	0x080BE493	thumb	BufferMenuWindowTiles
0x080BE494	0x080BE5C3	thumb	BufferMenuFrameTiles
0x080BE5C4	0x080BE5D7	thumb	BufferMonMarkingsMenuTiles
0x080BE5D8	0x080BE62B	thumb	OpenMonMarkingsMenu
0x080BE62C	0x080BE6C3	thumb	FreeMonMarkingsMenu
0x080BE6C4	0x080BE79D	thumb	HandleMonMarkingsMenuInput
0x080BE7A0	0x080BEA5B	thumb	CreateMonMarkingsMenuSprites
0x080BEA5C	0x080BEA5D	thumb	SpriteCB_Dummy
0x080BEA60	0x080BEA99	thumb	SpriteCB_Marking
0x080BEA9C	0x080BEAB3	thumb	SpriteCB_Cursor
0x080BEAB4	0x080BEAD3	thumb	CreateMonMarkingAllCombosSprite
0x080BEAD4	0x080BEAF3	thumb	CreateMonMarkingComboSprite
0x080BEAF4	0x080BEBA3	thumb	CreateMarkingComboSprite
0x080BEBA4	0x080BEBBF	thumb	UpdateMonMarkingTiles
0x080BEBC0	0x080BECEB	thumb	ReadMail
0x080BECEC	0x080BF0E3	thumb	DoInitMailView
0x080BF0E4	0x080BF10F	thumb	CB2_InitMailView
0x080BF110	0x080BF1F7	thumb	BufferMailMessage
0x080BF1F8	0x080BF327	thumb	AddMailMessagePrinters
0x080BF328	0x080BF339	thumb	VBlankCB_ShowMail
0x080BF33C	0x080BF367	thumb	CB2_RunShowMailCB
0x080BF368	0x080BF38B	thumb	ShowMailCB_WaitFadeIn
0x080BF38C	0x080BF3C7	thumb	ShowMailCB_WaitButton
0x080BF3C8	0x080BF447	thumb	ShowMailCB_Teardown
0x080BF448	0x080BF4EB	thumb	DisplayMessageAndContinueTask
0x080BF4EC	0x080BF507	thumb	RunTextPrinters_CheckActive
0x080BF508	0x080BF533	thumb	Task_ContinueTaskAfterMessagePrints
0x080BF534	0x080BF5A3	thumb	Task_CallYesOrNoCallback
0x080BF5A4	0x080BF603	thumb	CreateYesNoMenuWithCallbacks
0x080BF604	0x080BF63F	thumb	GetLRKeysPressed
0x080BF640	0x080BF67B	thumb	GetLRKeysPressedAndHeld
0x080BF67C	0x080BF6A9	thumb	IsHoldingItemAllowed
0x080BF6AC	0x080BF6DB	thumb	IsWritingMailAllowed
0x080BF6DC	0x080BF6FD	thumb	MenuHelpers_IsLinkActive
0x080BF700	0x080BF71B	thumb	IsActiveOverworldLinkBusy
0x080BF71C	0x080BF73B	thumb	MenuHelpers_ShouldWaitForLinkRecv
0x080BF73C	0x080BF74D	thumb	SetVBlankHBlankCallbacksToNull
0x080BF750	0x080BF79B	thumb	ResetVramOamAndBgCntRegs
0x080BF79C	0x080BF819	thumb	ResetAllBgsCoordinatesAndBgCntRegs
0x080BF81C	0x080BF8B5	thumb	AdjustQuantityAccordingToDPadInput
0x080BF8B8	0x080BF8CD	thumb	GetDialogBoxFontId
0x080BF8D0	0x080BF90F	thumb	ChoosePartyMon
0x080BF910	0x080BF94F	thumb	ChooseMonForMoveRelearner
0x080BF950	0x080BF98F	thumb	Task_ChoosePartyMon
0x080BF990	0x080BF9DB	thumb	SelectMoveDeleterMove
0x080BF9DC	0x080BFA23	thumb	GetNumMovesSelectedMonHas
0x080BFA24	0x080BFA7B	thumb	BufferMoveDeleterNicknameAndMove
0x080BFA7C	0x080BFB7B	thumb	ShiftMoveSlot
0x080BFB7C	0x080BFBE7	thumb	MoveDeleterForgetMove
0x080BFBE8	0x080BFC23	thumb	IsSelectedMonEgg
0x080BFC24	0x080BFC5B	thumb	GetHealLocationIndexFromMapGroupAndNum
0x080BFC5C	0x080BFC81	thumb	GetHealLocationPointerFromMapGroupAndNum
0x080BFC84	0x080BFCA1	thumb	GetHealLocation
0x080BFCA4	0x080BFDD3	thumb	SetWhiteoutRespawnWarpAndHealerNpc
0x080BFDD4	0x080BFDEB	thumb	SetWhiteoutRespawnHealerNpcAsLastTalked
0x080BFDEC	0x080BFE73	thumb	RegionMap_DarkenPalette
0x080BFE74	0x080BFEAF	thumb	TintMapEdgesPalette
0x080BFEB0	0x080BFF23	thumb	InitRegionMap
0x080BFF24	0x080BFFA3	thumb	InitRegionMapWithExitCB
0x080BFFA4	0x080C00D3	thumb	InitRegionMapType
0x080C00D4	0x080C020B	thumb	CB2_OpenRegionMap
0x080C020C	0x080C03BB	thumb	LoadRegionMapGfx
0x080C03BC	0x080C03E3	thumb	CreateMainMapTask
0x080C03E4	0x080C0421	thumb	SelectedMapsecSEEnabled
0x080C0424	0x080C04B7	thumb	PlaySEForSelectedMapsec
0x080C04B8	0x080C07A3	thumb	Task_RegionMap
0x080C07A4	0x080C07B7	thumb	SetMainMapTask
0x080C07B8	0x080C07CB	thumb	GetMainMapTask
0x080C07CC	0x080C07F3	thumb	SaveMainMapTask
0x080C07F4	0x080C086B	thumb	FreeRegionMap
0x080C086C	0x080C0887	thumb	FreeRegionMapForFlyMap
0x080C0888	0x080C089D	thumb	CB2_RegionMap
0x080C08A0	0x080C08B1	thumb	VBlankCB_RegionMap
0x080C08B4	0x080C08C5	thumb	NullVBlankHBlankCallbacks
0x080C08C8	0x080C08D7	thumb	SetRegionMapVBlankCB
0x080C08D8	0x080C09FF	thumb	InitRegionMapBgs
0x080C0A00	0x080C0A3F	thumb	SetBgTilemapBuffers
0x080C0A40	0x080C0A59	thumb	ResetOamForRegionMap
0x080C0A5C	0x080C0A89	thumb	SetBg0andBg3Hidden
0x080C0A8C	0x080C0AEB	thumb	UpdateMapsecNameBox
0x080C0AEC	0x080C0B6F	thumb	DisplayCurrentMapName
0x080C0B70	0x080C0B83	thumb	DrawDungeonNameBox
0x080C0B84	0x080C0C73	thumb	DisplayCurrentDungeonName
0x080C0C74	0x080C0C99	thumb	ClearMapsecNameText
0x080C0C9C	0x080C0DD7	thumb	BufferRegionMapBg
0x080C0DD8	0x080C0DF3	thumb	GetRegionMapPermission
0x080C0DF4	0x080C0E07	thumb	GetSelectedRegionMap
0x080C0E08	0x080C0E1B	thumb	GetRegionMapPlayerIsOn
0x080C0E1C	0x080C0E2F	thumb	SetSelectedRegionMap
0x080C0E30	0x080C0E43	thumb	SetRegionMapPlayerIsOn
0x080C0E44	0x080C0FB3	thumb	InitSwitchMapMenu
0x080C0FB4	0x080C0FE7	thumb	ResetGpuRegsForSwitchMapMenu
0x080C0FE8	0x080C102B	thumb	FadeSwitchMapMenuIn
0x080C102C	0x080C106B	thumb	FadeSwitchMapMenuOut
0x080C106C	0x080C1253	thumb	Task_SwitchMapMenu
0x080C1254	0x080C12BF	thumb	FreeSwitchMapMenu
0x080C12C0	0x080C12F5	thumb	BrightenScreenForSwitchMapMenu
0x080C12F8	0x080C1363	thumb	LoadSwitchMapTilemap
0x080C1364	0x080C141F	thumb	SetGpuRegsToDimScreen
0x080C1420	0x080C144B	thumb	DimScreenForSwitchMapMenu
0x080C144C	0x080C168B	thumb	HandleSwitchMapInput
0x080C168C	0x080C16A3	thumb	SpriteCB_SwitchMapCursor
0x080C16A4	0x080C1727	thumb	CreateSwitchMapCursor
0x080C1728	0x080C173D	thumb	CreateSwitchMapCursorSubsprite
0x080C1740	0x080C1853	thumb	CreateSwitchMapCursorSubsprite_
0x080C1854	0x080C18B3	thumb	FreeSwitchMapCursor
0x080C18B4	0x080C18F3	thumb	GetDungeonFlavorText
0x080C18F4	0x080C192F	thumb	GetDungeonName
0x080C1930	0x080C19CF	thumb	InitDungeonMapPreview
0x080C19D0	0x080C1A67	thumb	LoadMapPreviewGfx
0x080C1A68	0x080C1BB3	thumb	Task_DungeonMapPreview
0x080C1BB4	0x080C1DE7	thumb	Task_DrawDungeonMapPreviewFlavorText
0x080C1DE8	0x080C1E4B	thumb	FreeDungeonMapPreview
0x080C1E4C	0x080C1E67	thumb	CopyMapPreviewTilemapToBgTilemapBuffer
0x080C1E68	0x080C1F53	thumb	InitScreenForDungeonMapPreview
0x080C1F54	0x080C20DB	thumb	UpdateDungeonMapPreview
0x080C20DC	0x080C20DD	thumb	SpriteCB_MapEdge
0x080C20E0	0x080C21DB	thumb	CreateMapEdgeSprite
0x080C21DC	0x080C2297	thumb	InitMapOpenAnim
0x080C2298	0x080C2317	thumb	SetMapEdgeInvisibility
0x080C2318	0x080C248F	thumb	LoadMapEdgeGfx
0x080C2490	0x080C250F	thumb	InitScreenForMapOpenAnim
0x080C2510	0x080C2567	thumb	SetGpuRegsToFadeMapToWhite
0x080C2568	0x080C258F	thumb	FinishMapOpenAnim
0x080C2590	0x080C25D7	thumb	FreeMapOpenCloseAnim
0x080C25D8	0x080C264F	thumb	FreeMapEdgeSprites
0x080C2650	0x080C2975	thumb	Task_MapOpenAnim
0x080C2978	0x080C2B1B	thumb	MoveMapEdgesOutward
0x080C2B1C	0x080C2B6F	thumb	SetGpuWindowDimsToMapEdges
0x080C2B70	0x080C2BEF	thumb	InitScreenForMapCloseAnim
0x080C2BF0	0x080C2C0B	thumb	DoMapCloseAnim
0x080C2C0C	0x080C2C4D	thumb	CreateMapEdgeSprites
0x080C2C50	0x080C2DEF	thumb	Task_MapCloseAnim
0x080C2DF0	0x080C2F93	thumb	MoveMapEdgesInward
0x080C2F94	0x080C2FDB	thumb	SpriteCB_MapCursor
0x080C2FDC	0x080C306F	thumb	CreateMapCursor
0x080C3070	0x080C3127	thumb	CreateMapCursorSprite
0x080C3128	0x080C314B	thumb	SetMapCursorInvisibility
0x080C314C	0x080C315B	thumb	ResetCursorSnap
0x080C315C	0x080C3193	thumb	FreeMapCursor
0x080C3194	0x080C331B	thumb	HandleRegionMapInput
0x080C331C	0x080C33D3	thumb	MoveMapCursor
0x080C33D4	0x080C33EB	thumb	GetRegionMapInput
0x080C33EC	0x080C34DB	thumb	SnapToIconOrButton
0x080C34DC	0x080C34E7	thumb	GetMapCursorX
0x080C34E8	0x080C34F3	thumb	GetMapCursorY
0x080C34F4	0x080C3553	thumb	GetMapsecUnderCursor
0x080C3554	0x080C35AF	thumb	GetDungeonMapsecUnderCursor
0x080C35B0	0x080C3849	thumb	GetMapsecType
0x080C384C	0x080C3A99	thumb	GetDungeonMapsecType
0x080C3A9C	0x080C3AD3	thumb	GetSelectedMapsecType
0x080C3AD4	0x080C3AFB	thumb	GetPlayerCurrentMapSectionId
0x080C3AFC	0x080C3D13	thumb	GetPlayerPositionOnRegionMap
0x080C3D14	0x080C4137	thumb	GetPlayerPositionOnRegionMap_HandleOverrides
0x080C4138	0x080C41AB	thumb	GetSelectedMapSection
0x080C41AC	0x080C4217	thumb	CreatePlayerIcon
0x080C4218	0x080C42F7	thumb	CreatePlayerIconSprite
0x080C42F8	0x080C431B	thumb	SetPlayerIconInvisibility
0x080C431C	0x080C4353	thumb	FreePlayerIcon
0x080C4354	0x080C435F	thumb	GetPlayerIconX
0x080C4360	0x080C436B	thumb	GetPlayerIconY
0x080C436C	0x080C43DF	thumb	InitMapIcons
0x080C43E0	0x080C44B7	thumb	LoadMapIcons
0x080C44B8	0x080C44DF	thumb	FinishMapIconLoad
0x080C44E0	0x080C45E7	thumb	CreateFlyIconSprite
0x080C45E8	0x080C4723	thumb	CreateDungeonIconSprite
0x080C4724	0x080C47C3	thumb	CreateFlyIcons
0x080C47C4	0x080C488F	thumb	CreateDungeonIcons
0x080C4890	0x080C4933	thumb	SetFlyIconInvisibility
0x080C4934	0x080C49D7	thumb	SetDungeonIconInvisibility
0x080C49D8	0x080C4A7F	thumb	FreeMapIcons
0x080C4A80	0x080C4B03	thumb	SaveRegionMapGpuRegs
0x080C4B04	0x080C4B89	thumb	SetRegionMapGpuRegs
0x080C4B8C	0x080C4BB7	thumb	FreeRegionMapGpuRegs
0x080C4BB8	0x080C4BFF	thumb	ResetGpuRegs
0x080C4C00	0x080C4C1B	thumb	SetBldCnt
0x080C4C1C	0x080C4C2D	thumb	SetBldY
0x080C4C30	0x080C4C47	thumb	SetBldAlpha
0x080C4C48	0x080C4C5B	thumb	SetWinIn
0x080C4C5C	0x080C4C6D	thumb	SetWinOut
0x080C4C70	0x080C4CC3	thumb	SetDispCnt
0x080C4CC4	0x080C4D03	thumb	SetGpuWindowDims
0x080C4D04	0x080C4D11	thumb	FreeAndResetGpuRegs
0x080C4D14	0x080C4D49	thumb	IsCeladonDeptStoreMapsec
0x080C4D4C	0x080C4DCB	thumb	GetMapName
0x080C4DCC	0x080C4DDB	thumb	GetMapNameGeneric
0x080C4DDC	0x080C4DE9	thumb	GetMapNameGeneric_
0x080C4DEC	0x080C4E47	thumb	PrintTopBarTextLeft
0x080C4E48	0x080C4EA3	thumb	PrintTopBarTextRight
0x080C4EA4	0x080C4EC9	thumb	ClearOrDrawTopBar
0x080C4ECC	0x080C4EDB	thumb	CB2_OpenFlyMap
0x080C4EDC	0x080C51BB	thumb	Task_FlyMap
0x080C51BC	0x080C51DB	thumb	InitFlyMap
0x080C51DC	0x080C524F	thumb	FreeFlyMap
0x080C5250	0x080C52A3	thumb	SetFlyWarpDestination
0x080C52A4	0x080C542F	thumb	ApplyImageProcessingEffects
0x080C5430	0x080C54E7	thumb	ApplyImageEffect_RedChannelGrayscale
0x080C54E8	0x080C55A7	thumb	ApplyImageEffect_RedChannelGrayscaleHighlight
0x080C55A8	0x080C55C7	thumb	ApplyImageEffect_Pointillism
0x080C55C8	0x080C565F	thumb	ApplyImageEffect_Grayscale
0x080C5660	0x080C571B	thumb	ApplyImageEffect_Blur
0x080C571C	0x080C57BF	thumb	ApplyImageEffect_PersonalityColor
0x080C57C0	0x080C5857	thumb	ApplyImageEffect_BlackAndWhite
0x080C5858	0x080C59A7	thumb	ApplyImageEffect_BlackOutline
0x080C59A8	0x080C5A3F	thumb	ApplyImageEffect_Invert
0x080C5A40	0x080C5B6F	thumb	ApplyImageEffect_Shimmer
0x080C5B70	0x080C5C17	thumb	ApplyImageEffect_BlurRight
0x080C5C18	0x080C5CCB	thumb	ApplyImageEffect_BlurDown
0x080C5CCC	0x080C5E9D	thumb	AddPointillismPoints
0x080C5EA0	0x080C5ED3	thumb	ConvertColorToGrayscale
0x080C5ED4	0x080C5F0F	thumb	QuantizePixel_PersonalityColor
0x080C5F10	0x080C5FDF	thumb	GetColorFromPersonality
0x080C5FE0	0x080C600F	thumb	QuantizePixel_BlackAndWhite
0x080C6010	0x080C603F	thumb	QuantizePixel_BlackOutline
0x080C6040	0x080C606B	thumb	QuantizePixel_Invert
0x080C606C	0x080C618F	thumb	QuantizePixel_MotionBlur
0x080C6190	0x080C62AF	thumb	QuantizePixel_Blur
0x080C62B0	0x080C63CD	thumb	QuantizePixel_BlurHard
0x080C63D0	0x080C651B	thumb	ConvertImageProcessingToGBA
0x080C651C	0x080C65E5	thumb	ApplyImageProcessingQuantization
0x080C65E8	0x080C668F	thumb	SetPresetPalette_PrimaryColors
0x080C6690	0x080C66AB	thumb	SetPresetPalette_BlackAndWhite
0x080C66AC	0x080C66E7	thumb	SetPresetPalette_GrayscaleSmall
0x080C66E8	0x080C671B	thumb	SetPresetPalette_Grayscale
0x080C671C	0x080C6873	thumb	QuantizePalette_Standard
0x080C6874	0x080C692B	thumb	QuantizePalette_BlackAndWhite
0x080C692C	0x080C69DB	thumb	QuantizePalette_GrayscaleSmall
0x080C69DC	0x080C6A8B	thumb	QuantizePalette_Grayscale
0x080C6A8C	0x080C6B3B	thumb	QuantizePalette_PrimaryColors
0x080C6B3C	0x080C6BAF	thumb	QuantizePixel_Standard
0x080C6BB0	0x080C6C7D	thumb	QuantizePixel_PrimaryColors
0x080C6C80	0x080C6CB1	thumb	QuantizePixel_GrayscaleSmall
0x080C6CB4	0x080C6CDF	thumb	QuantizePixel_Grayscale
0x080C6CE0	0x080C6D73	thumb	BattleAI_HandleItemUseBeforeAISetup
0x080C6D74	0x080C6F17	thumb	BattleAI_SetupAIData
0x080C6F18	0x080C7009	thumb	BattleAI_ChooseMoveOrAction
0x080C700C	0x080C7135	thumb	BattleAI_DoAIProcessing
0x080C7138	0x080C717B	thumb	RecordLastUsedMoveByTarget
0x080C717C	0x080C71A3	thumb	ClearBattlerMoveHistory
0x080C71A4	0x080C71DB	thumb	RecordAbilityBattle
0x080C71DC	0x080C7213	thumb	RecordItemEffectBattle
0x080C7214	0x080C7253	thumb	Cmd_if_random_less_than
0x080C7254	0x080C7293	thumb	Cmd_if_random_greater_than
0x080C7294	0x080C72D3	thumb	Cmd_if_random_equal
0x080C72D4	0x080C7313	thumb	Cmd_if_random_not_equal
0x080C7314	0x080C7357	thumb	Cmd_score
0x080C7358	0x080C73BD	thumb	Cmd_if_hp_less_than
0x080C73C0	0x080C7425	thumb	Cmd_if_hp_more_than
0x080C7428	0x080C748D	thumb	Cmd_if_hp_equal
0x080C7490	0x080C74F5	thumb	Cmd_if_hp_not_equal
0x080C74F8	0x080C756B	thumb	Cmd_if_status
0x080C756C	0x080C75DF	thumb	Cmd_if_not_status
0x080C75E0	0x080C7653	thumb	Cmd_if_status2
0x080C7654	0x080C76C7	thumb	Cmd_if_not_status2
0x080C76C8	0x080C7737	thumb	Cmd_if_status3
0x080C7738	0x080C77A7	thumb	Cmd_if_not_status3
0x080C77A8	0x080C7823	thumb	Cmd_if_side_affecting
0x080C7824	0x080C789F	thumb	Cmd_if_not_side_affecting
0x080C78A0	0x080C78DB	thumb	Cmd_if_less_than
0x080C78DC	0x080C7917	thumb	Cmd_if_more_than
0x080C7918	0x080C7953	thumb	Cmd_if_equal
0x080C7954	0x080C798F	thumb	Cmd_if_not_equal
0x080C7990	0x080C79E1	thumb	Cmd_if_less_than_ptr
0x080C79E4	0x080C7A35	thumb	Cmd_if_more_than_ptr
0x080C7A38	0x080C7A89	thumb	Cmd_if_equal_ptr
0x080C7A8C	0x080C7ADD	thumb	Cmd_if_not_equal_ptr
0x080C7AE0	0x080C7B23	thumb	Cmd_if_move
0x080C7B24	0x080C7B67	thumb	Cmd_if_not_move
0x080C7B68	0x080C7BCF	thumb	Cmd_if_in_bytes
0x080C7BD0	0x080C7C39	thumb	Cmd_if_not_in_bytes
0x080C7C3C	0x080C7CA7	thumb	Cmd_if_in_hwords
0x080C7CA8	0x080C7D15	thumb	Cmd_if_not_in_hwords
0x080C7D18	0x080C7D85	thumb	Cmd_if_user_has_attacking_move
0x080C7D88	0x080C7DF5	thumb	Cmd_if_user_has_no_attacking_moves
0x080C7DF8	0x080C7E1B	thumb	Cmd_get_turn_count
0x080C7E1C	0x080C7F0B	thumb	Cmd_get_type
0x080C7F0C	0x080C7F37	thumb	Cmd_get_considered_move_power
0x080C7F38	0x080C813B	thumb	Cmd_get_how_powerful_move_is
0x080C813C	0x080C8193	thumb	Cmd_get_last_used_battler_move
0x080C8194	0x080C81CF	thumb	Cmd_if_equal_
0x080C81D0	0x080C820B	thumb	Cmd_if_not_equal_
0x080C820C	0x080C8257	thumb	Cmd_if_would_go_first
0x080C8258	0x080C82A3	thumb	Cmd_if_would_not_go_first
0x080C82A4	0x080C82A5	thumb	Cmd_nullsub_2A
0x080C82A8	0x080C82A9	thumb	Cmd_nullsub_2B
0x080C82AC	0x080C83A7	thumb	Cmd_count_alive_pokemon
0x080C83A8	0x080C83C3	thumb	Cmd_get_considered_move
0x080C83C4	0x080C83EF	thumb	Cmd_get_considered_move_effect
0x080C83F0	0x080C8507	thumb	Cmd_get_ability
0x080C8508	0x080C85F3	thumb	Cmd_get_highest_type_effectiveness
0x080C85F4	0x080C86C1	thumb	Cmd_if_type_effectiveness
0x080C86C4	0x080C86C5	thumb	Cmd_nullsub_32
0x080C86C8	0x080C86C9	thumb	Cmd_nullsub_33
0x080C86CC	0x080C878F	thumb	Cmd_if_status_in_party
0x080C8790	0x080C8853	thumb	Cmd_if_status_not_in_party
0x080C8854	0x080C88BF	thumb	Cmd_get_weather
0x080C88C0	0x080C890B	thumb	Cmd_if_effect
0x080C890C	0x080C8957	thumb	Cmd_if_not_effect
0x080C8958	0x080C89BF	thumb	Cmd_if_stat_level_less_than
