# start	end	mode	name  (end = start+size-1; 0 = size unknown)
0x08061A44	0x08061A69	thumb	MovementType_WalkBackAndForth_Step3
0x08061A6C	0x08061A7D	thumb	MovementType_WalkSequence_Step0
0x08061A80	0x08061B31	thumb	MoveNextDirectionInSequence
0x08061B34	0x08061B59	thumb	MovementType_WalkSequence_Step2
0x08061B5C	0x08061B7F	thumb	MovementType_WalkSequenceUpRightLeftDown
0x08061B80	0x08061B9F	thumb	MovementType_WalkSequenceUpRightLeftDown_callback
0x08061BA0	0x08061BE7	thumb	MovementType_WalkSequenceUpRightLeftDown_Step1
0x08061BE8	0x08061C0B	thumb	MovementType_WalkSequenceRightLeftDownUp
0x08061C0C	0x08061C2B	thumb	MovementType_WalkSequenceRightLeftDownUp_callback
0x08061C2C	0x08061C73	thumb	MovementType_WalkSequenceRightLeftDownUp_Step1
0x08061C74	0x08061C97	thumb	MovementType_WalkSequenceDownUpRightLeft
0x08061C98	0x08061CB7	thumb	MovementType_WalkSequenceDownUpRightLeft_callback
0x08061CB8	0x08061CFF	thumb	MovementType_WalkSequenceDownUpRightLeft_Step1
0x08061D00	0x08061D23	thumb	MovementType_WalkSequenceLeftDownUpRight
0x08061D24	0x08061D43	thumb	MovementType_WalkSequenceLeftDownUpRight_callback
0x08061D44	0x08061D8B	thumb	MovementType_WalkSequenceLeftDownUpRight_Step1
0x08061D8C	0x08061DAF	thumb	MovementType_WalkSequenceUpLeftRightDown
0x08061DB0	0x08061DCF	thumb	MovementType_WalkSequenceUpLeftRightDown_callback
0x08061DD0	0x08061E17	thumb	MovementType_WalkSequenceUpLeftRightDown_Step1
0x08061E18	0x08061E3B	thumb	MovementType_WalkSequenceLeftRightDownUp
0x08061E3C	0x08061E5B	thumb	MovementType_WalkSequenceLeftRightDownUp_callback
0x08061E5C	0x08061EA3	thumb	MovementType_WalkSequenceLeftRightDownUp_Step1
0x08061EA4	0x08061EC7	thumb	MovementType_WalkSequenceDownUpLeftRight
0x08061EC8	0x08061EE7	thumb	MovementType_WalkSequenceDownUpLeftRight_callback
0x08061EE8	0x08061F2F	thumb	MovementType_WalkSequenceDownUpLeftRight_Step1
0x08061F30	0x08061F53	thumb	MovementType_WalkSequenceRightDownUpLeft
0x08061F54	0x08061F73	thumb	MovementType_WalkSequenceRightDownUpLeft_callback
0x08061F74	0x08061FBB	thumb	MovementType_WalkSequenceRightDownUpLeft_Step1
0x08061FBC	0x08061FDF	thumb	MovementType_WalkSequenceLeftUpDownRight
0x08061FE0	0x08061FFF	thumb	MovementType_WalkSequenceLeftUpDownRight_callback
0x08062000	0x08062047	thumb	MovementType_WalkSequenceLeftUpDownRight_Step1
0x08062048	0x0806206B	thumb	MovementType_WalkSequenceUpDownRightLeft
0x0806206C	0x0806208B	thumb	MovementType_WalkSequenceUpDownRightLeft_callback
0x0806208C	0x080620D3	thumb	MovementType_WalkSequenceUpDownRightLeft_Step1
0x080620D4	0x080620F7	thumb	MovementType_WalkSequenceRightLeftUpDown
0x080620F8	0x08062117	thumb	MovementType_WalkSequenceRightLeftUpDown_callback
0x08062118	0x0806215F	thumb	MovementType_WalkSequenceRightLeftUpDown_Step1
0x08062160	0x08062183	thumb	MovementType_WalkSequenceDownRightLeftUp
0x08062184	0x080621A3	thumb	MovementType_WalkSequenceDownRightLeftUp_callback
0x080621A4	0x080621EB	thumb	MovementType_WalkSequenceDownRightLeftUp_Step1
0x080621EC	0x0806220F	thumb	MovementType_WalkSequenceRightUpDownLeft
0x08062210	0x0806222F	thumb	MovementType_WalkSequenceRightUpDownLeft_callback
0x08062230	0x08062277	thumb	MovementType_WalkSequenceRightUpDownLeft_Step1
0x08062278	0x0806229B	thumb	MovementType_WalkSequenceUpDownLeftRight
0x0806229C	0x080622BB	thumb	MovementType_WalkSequenceUpDownLeftRight_callback
0x080622BC	0x08062303	thumb	MovementType_WalkSequenceUpDownLeftRight_Step1
0x08062304	0x08062327	thumb	MovementType_WalkSequenceLeftRightUpDown
0x08062328	0x08062347	thumb	MovementType_WalkSequenceLeftRightUpDown_callback
0x08062348	0x0806238F	thumb	MovementType_WalkSequenceLeftRightUpDown_Step1
0x08062390	0x080623B3	thumb	MovementType_WalkSequenceDownLeftRightUp
0x080623B4	0x080623D3	thumb	MovementType_WalkSequenceDownLeftRightUp_callback
0x080623D4	0x0806241B	thumb	MovementType_WalkSequenceDownLeftRightUp_Step1
0x0806241C	0x0806243F	thumb	MovementType_WalkSequenceUpLeftDownRight
0x08062440	0x0806245F	thumb	MovementType_WalkSequenceUpLeftDownRight_callback
0x08062460	0x080624A7	thumb	MovementType_WalkSequenceUpLeftDownRight_Step1
0x080624A8	0x080624CB	thumb	MovementType_WalkSequenceDownRightUpLeft
0x080624CC	0x080624EB	thumb	MovementType_WalkSequenceDownRightUpLeft_callback
0x080624EC	0x08062533	thumb	MovementType_WalkSequenceDownRightUpLeft_Step1
0x08062534	0x08062557	thumb	MovementType_WalkSequenceLeftDownRightUp
0x08062558	0x08062577	thumb	MovementType_WalkSequenceLeftDownRightUp_callback
0x08062578	0x080625BF	thumb	MovementType_WalkSequenceLeftDownRightUp_Step1
0x080625C0	0x080625E3	thumb	MovementType_WalkSequenceRightUpLeftDown
0x080625E4	0x08062603	thumb	MovementType_WalkSequenceRightUpLeftDown_callback
0x08062604	0x0806264B	thumb	MovementType_WalkSequenceRightUpLeftDown_Step1
0x0806264C	0x0806266F	thumb	MovementType_WalkSequenceUpRightDownLeft
0x08062670	0x0806268F	thumb	MovementType_WalkSequenceUpRightDownLeft_callback
0x08062690	0x080626D7	thumb	MovementType_WalkSequenceUpRightDownLeft_Step1
0x080626D8	0x080626FB	thumb	MovementType_WalkSequenceDownLeftUpRight
0x080626FC	0x0806271B	thumb	MovementType_WalkSequenceDownLeftUpRight_callback
0x0806271C	0x08062763	thumb	MovementType_WalkSequenceDownLeftUpRight_Step1
0x08062764	0x08062787	thumb	MovementType_WalkSequenceLeftUpRightDown
0x08062788	0x080627A7	thumb	MovementType_WalkSequenceLeftUpRightDown_callback
0x080627A8	0x080627EF	thumb	MovementType_WalkSequenceLeftUpRightDown_Step1
0x080627F0	0x08062813	thumb	MovementType_WalkSequenceRightDownLeftUp
0x08062814	0x08062833	thumb	MovementType_WalkSequenceRightDownLeftUp_callback
0x08062834	0x0806287B	thumb	MovementType_WalkSequenceRightDownLeftUp_Step1
0x0806287C	0x0806289F	thumb	MovementType_CopyPlayer
0x080628A0	0x080628BF	thumb	MovementType_CopyPlayer_callback
0x080628C0	0x080628E1	thumb	MovementType_CopyPlayer_Step0
0x080628E4	0x08062943	thumb	MovementType_CopyPlayer_Step1
0x08062944	0x08062969	thumb	MovementType_CopyPlayer_Step2
0x0806296C	0x0806296F	thumb	CopyablePlayerMovement_None
0x08062970	0x080629B7	thumb	CopyablePlayerMovement_FaceDirection
0x080629B8	0x08062A6F	thumb	CopyablePlayerMovement_GoSpeed0
0x08062A70	0x08062B27	thumb	CopyablePlayerMovement_GoSpeed1
0x08062B28	0x08062BDF	thumb	CopyablePlayerMovement_GoSpeed2
0x08062BE0	0x08062C97	thumb	CopyablePlayerMovement_Slide
0x08062C98	0x08062CDF	thumb	cph_IM_DIFFERENT
0x08062CE0	0x08062D97	thumb	CopyablePlayerMovement_GoSpeed4
0x08062D98	0x08062E5F	thumb	CopyablePlayerMovement_Jump
0x08062E60	0x08062E83	thumb	MovementType_CopyPlayerInGrass
0x08062E84	0x08062EA3	thumb	MovementType_CopyPlayerInGrass_callback
0x08062EA4	0x08062F07	thumb	MovementType_CopyPlayerInGrass_Step1
0x08062F08	0x08062F77	thumb	MovementType_TreeDisguise
0x08062F78	0x08062F83	thumb	MovementType_Disguise_Callback
0x08062F84	0x08062FF3	thumb	MovementType_MountainDisguise
0x08062FF4	0x08063057	thumb	MovementType_Buried
0x08063058	0x08063077	thumb	MovementType_Buried_Callback
0x08063078	0x08063083	thumb	MovementType_Buried_Step0
0x08063084	0x0806309D	thumb	MovementType_MoveInPlace_Step1
0x080630A0	0x080630C3	thumb	MovementType_WalkInPlace
0x080630C4	0x080630E3	thumb	MovementType_WalkInPlace_callback
0x080630E4	0x0806310F	thumb	MovementType_WalkInPlace_Step0
0x08063110	0x08063133	thumb	MovementType_WalkInPlaceFast
0x08063134	0x08063153	thumb	MovementType_WalkInPlaceFast_callback
0x08063154	0x0806317F	thumb	MovementType_WalkInPlaceFast_Step0
0x08063180	0x080631A3	thumb	MovementType_JogInPlace
0x080631A4	0x080631C3	thumb	MovementType_JogInPlace_callback
0x080631C4	0x080631EF	thumb	MovementType_JogInPlace_Step0
0x080631F0	0x08063213	thumb	MovementType_Invisible
0x08063214	0x08063233	thumb	MovementType_Invisible_callback
0x08063234	0x08063267	thumb	MovementType_Invisible_Step0
0x08063268	0x08063285	thumb	MovementType_Invisible_Step1
0x08063288	0x08063295	thumb	MovementType_Invisible_Step2
0x08063298	0x080632BB	thumb	MovementType_RaiseHandAndStop
0x080632BC	0x080632DF	thumb	MovementType_RaiseHandAndJump
0x080632E0	0x08063303	thumb	MovementType_RaiseHandAndSwim
0x08063304	0x08063323	thumb	MovementType_RaiseHandAndStop_Callback
0x08063324	0x08063343	thumb	MovementType_RaiseHandAndJump_Callback
0x08063344	0x08063363	thumb	MovementType_RaiseHandAndSwim_Callback
0x08063364	0x08063381	thumb	MovementType_RaiseHandAndStop_Step0
0x08063384	0x080633A1	thumb	MovementType_RaiseHandAndStop_Step1
0x080633A4	0x080633B1	thumb	MovementType_RaiseHandAndStop_Step2
0x080633B4	0x080633D3	thumb	MovementType_RaiseHandAndJump_Step0
0x080633D4	0x080633F3	thumb	MovementType_RaiseHandAndSwim_Step0
0x080633F4	0x0806340D	thumb	MovementType_RaiseHandAndMove_Step1
0x08063410	0x0806342D	thumb	ClearObjectEventMovement
0x08063430	0x0806343F	thumb	GetFaceDirectionAnimNum
0x08063440	0x0806344F	thumb	GetMoveDirectionAnimNum
0x08063450	0x0806345F	thumb	GetMoveDirectionFastAnimNum
0x08063460	0x0806346F	thumb	GetMoveDirectionFasterAnimNum
0x08063470	0x0806347F	thumb	GetMoveDirectionFastestAnimNum
0x08063480	0x0806348F	thumb	GetJumpSpecialDirectionAnimNum
0x08063490	0x0806349F	thumb	GetAcroWheelieDirectionAnimNum
0x080634A0	0x080634AF	thumb	GetAcroBunnyHopFrontWheelDirectionAnimNum
0x080634B0	0x080634BF	thumb	GetAcroEndWheelieDirectionAnimNum
0x080634C0	0x080634CF	thumb	GetSpinDirectionAnimNum
0x080634D0	0x080634DF	thumb	GetAcroUnusedActionDirectionAnimNum
0x080634E0	0x080634EF	thumb	GetAcroWheeliePedalDirectionAnimNum
0x080634F0	0x080634FF	thumb	GetFishingDirectionAnimNum
0x08063500	0x0806350F	thumb	GetFishingNoCatchDirectionAnimNum
0x08063510	0x0806351F	thumb	GetFishingBiteDirectionAnimNum
0x08063520	0x0806352F	thumb	GetRunningDirectionAnimNum
0x08063530	0x08063553	thumb	GetStepAnimTable
0x08063554	0x0806359B	thumb	SetStepAnimHandleAlternation
0x0806359C	0x080635D9	thumb	SetStepAnim
0x080635DC	0x0806360F	thumb	GetDirectionToFace
0x08063610	0x0806365B	thumb	SetTrainerMovementType
0x0806365C	0x0806366B	thumb	GetTrainerFacingDirectionMovementType
0x0806366C	0x080636AB	thumb	GetCollisionInDirection
0x080636AC	0x0806376F	thumb	GetCollisionAtCoords
0x08063770	0x0806383B	thumb	GetCollisionFlagsAtCoords
0x0806383C	0x080638AB	thumb	IsCoordOutsideObjectEventMovementRange
0x080638AC	0x08063903	thumb	IsMetatileDirectionallyImpassable
0x08063904	0x0806397D	thumb	DoesObjectCollideWithObjectAt
0x08063980	0x080639D3	thumb	IsBerryTreeSparkling
0x080639D4	0x08063A1F	thumb	SetBerryTreeJustPicked
0x08063A20	0x08063A43	thumb	MoveCoords
0x08063A44	0x08063A6B	thumb	MoveCoordsInMapCoordIncrement
0x08063A6C	0x08063AD3	thumb	MoveCoordsInDirection
0x08063AD4	0x08063B1B	thumb	GetMapCoordsFromSpritePos
0x08063B1C	0x08063BC3	thumb	SetSpritePosToMapCoords
0x08063BC4	0x08063C0D	thumb	SetSpritePosToOffsetMapCoords
0x08063C10	0x08063C4F	thumb	GetObjectEventMovingCameraOffset
0x08063C50	0x08063C6D	thumb	ObjectEventMoveDestCoords
0x08063C70	0x08063C85	thumb	ObjectEventIsMovementOverridden
0x08063C88	0x08063CA3	thumb	ObjectEventIsHeldMovementActive
0x08063CA4	0x08063CFF	thumb	ObjectEventSetHeldMovement
0x08063D00	0x08063D19	thumb	ObjectEventForceSetHeldMovement
0x08063D1C	0x08063D31	thumb	ObjectEventClearHeldMovementIfActive
0x08063D34	0x08063D67	thumb	ObjectEventClearHeldMovement
0x08063D68	0x08063D7B	thumb	ObjectEventCheckHeldMovementStatus
0x08063D7C	0x08063D9D	thumb	ObjectEventClearHeldMovementIfFinished
0x08063DA0	0x08063DB5	thumb	ObjectEventGetHeldMovementActionId
0x08063DB8	0x08063E25	thumb	UpdateObjectEventCurrentMovement
0x08063E28	0x08063EB7	thumb	QL_UpdateObjectEventCurrentMovement
0x08063EB8	0x08063EE3	thumb	GetFaceDirectionMovementAction
0x08063EE4	0x08063F0F	thumb	GetFaceDirectionFastMovementAction
0x08063F10	0x08063F2B	thumb	GetWalkSlowestMovementAction
0x08063F2C	0x08063F57	thumb	GetWalkSlowerMovementAction
0x08063F58	0x08063F83	thumb	GetWalkSlowMovementAction
0x08063F84	0x08063FAF	thumb	GetWalkNormalMovementAction
0x08063FB0	0x08063FDB	thumb	GetWalkFastMovementAction
0x08063FDC	0x08064007	thumb	GetGlideMovementAction
0x08064008	0x08064033	thumb	GetRideWaterCurrentMovementAction
0x08064034	0x0806405F	thumb	GetWalkFasterMovementAction
0x08064060	0x0806408B	thumb	GetSlideMovementAction
0x0806408C	0x080640B7	thumb	GetPlayerRunMovementAction
0x080640B8	0x080640E3	thumb	GetPlayerRunSlowMovementAction
0x080640E4	0x0806410F	thumb	GetSpinMovementAction
0x08064110	0x0806413B	thumb	GetJump2MovementAction
0x0806413C	0x08064167	thumb	GetJumpInPlaceMovementAction
0x08064168	0x08064193	thumb	GetJumpInPlaceTurnAroundMovementAction
0x08064194	0x080641BF	thumb	GetJumpMovementAction
0x080641C0	0x080641EB	thumb	GetJumpSpecialMovementAction
0x080641EC	0x08064217	thumb	GetJumpSpecialWithEffectMovementAction
0x08064218	0x08064243	thumb	GetWalkInPlaceSlowMovementAction
0x08064244	0x0806426F	thumb	GetWalkInPlaceNormalMovementAction
0x08064270	0x0806429B	thumb	GetWalkInPlaceFastMovementAction
0x0806429C	0x080642C7	thumb	GetWalkInPlaceFasterMovementAction
0x080642C8	0x080642F1	thumb	ObjectEventFaceOppositeDirection
0x080642F4	0x0806431F	thumb	GetAcroWheelieFaceDirectionMovementAction
0x08064320	0x0806434B	thumb	GetAcroPopWheelieFaceDirectionMovementAction
0x0806434C	0x08064377	thumb	GetAcroEndWheelieFaceDirectionMovementAction
0x08064378	0x080643A3	thumb	GetAcroWheelieHopFaceDirectionMovementAction
0x080643A4	0x080643CF	thumb	GetAcroWheelieHopMovementAction
0x080643D0	0x080643FB	thumb	GetAcroWheelieJumpMovementAction
0x080643FC	0x08064427	thumb	GetAcroWheelieInPlaceMovementAction
0x08064428	0x08064453	thumb	GetAcroPopWheelieMoveMovementAction
0x08064454	0x0806447F	thumb	GetAcroWheelieMoveMovementAction
0x08064480	0x080644B1	thumb	GetOppositeDirection
0x080644B4	0x080644CB	thumb	GetPlayerDirectionForCopy
0x080644CC	0x0806450B	thumb	GetCopyDirection
0x0806450C	0x08064543	thumb	ObjectEventExecHeldMovementAction
0x08064544	0x08064587	thumb	QuestLogObjectEventExecHeldMovementAction
0x08064588	0x080645C7	thumb	ObjectEventExecSingleMovementAction
0x080645C8	0x080645F3	thumb	ObjectEventSetSingleMovement
0x080645F4	0x08064635	thumb	FaceDirection
0x08064638	0x08064645	thumb	MovementAction_FaceDown_Step0
0x08064648	0x08064655	thumb	MovementAction_FaceUp_Step0
0x08064658	0x08064665	thumb	MovementAction_FaceLeft_Step0
0x08064668	0x08064675	thumb	MovementAction_FaceRight_Step0
0x08064678	0x080646FB	thumb	InitNpcForMovement
0x080646FC	0x08064757	thumb	InitMovementNormal
0x08064758	0x08064785	thumb	StartRunningAnim
0x08064788	0x080647BF	thumb	UpdateMovementNormal
0x080647C0	0x0806482F	thumb	InitNpcForWalkSlower
0x08064830	0x0806485B	thumb	InitWalkSlower
0x0806485C	0x08064893	thumb	UpdateWalkSlower
0x08064894	0x08064903	thumb	InitNpcForWalkSlowest
0x08064904	0x0806492F	thumb	InitWalkSlowest
0x08064930	0x08064967	thumb	UpdateWalkSlowest
0x08064968	0x08064985	thumb	MovementAction_WalkSlowestDown_Step0
0x08064988	0x080649A5	thumb	MovementAction_WalkSlowestDown_Step1
0x080649A8	0x080649C5	thumb	MovementAction_WalkSlowestUp_Step0
0x080649C8	0x080649E5	thumb	MovementAction_WalkSlowestUp_Step1
0x080649E8	0x08064A05	thumb	MovementAction_WalkSlowestLeft_Step0
0x08064A08	0x08064A25	thumb	MovementAction_WalkSlowestLeft_Step1
0x08064A28	0x08064A45	thumb	MovementAction_WalkSlowestRight_Step0
0x08064A48	0x08064A65	thumb	MovementAction_WalkSlowestRight_Step1
0x08064A68	0x08064A85	thumb	MovementAction_WalkSlowerDown_Step0
0x08064A88	0x08064AA5	thumb	MovementAction_WalkSlowerDown_Step1
0x08064AA8	0x08064AC5	thumb	MovementAction_WalkSlowerUp_Step0
0x08064AC8	0x08064AE5	thumb	MovementAction_WalkSlowerUp_Step1
0x08064AE8	0x08064B05	thumb	MovementAction_WalkSlowerLeft_Step0
0x08064B08	0x08064B25	thumb	MovementAction_WalkSlowerLeft_Step1
0x08064B28	0x08064B45	thumb	MovementAction_WalkSlowerRight_Step0
0x08064B48	0x08064B65	thumb	MovementAction_WalkSlowerRight_Step1
0x08064B68	0x08064BD7	thumb	InitNpcForWalkSlow
0x08064BD8	0x08064C03	thumb	InitWalkSlow
0x08064C04	0x08064C3B	thumb	UpdateWalkSlow
0x08064C3C	0x08064C59	thumb	MovementAction_WalkSlowUp_Step0
0x08064C5C	0x08064C79	thumb	MovementAction_WalkSlowUp_Step1
0x08064C7C	0x08064C99	thumb	MovementAction_WalkSlowDown_Step0
0x08064C9C	0x08064CB9	thumb	MovementAction_WalkSlowDown_Step1
0x08064CBC	0x08064CD9	thumb	MovementAction_WalkSlowLeft_Step0
0x08064CDC	0x08064CF9	thumb	MovementAction_WalkSlowLeft_Step1
0x08064CFC	0x08064D19	thumb	MovementAction_WalkSlowRight_Step0
0x08064D1C	0x08064D39	thumb	MovementAction_WalkSlowRight_Step1
0x08064D3C	0x08064D5B	thumb	MovementAction_WalkNormalDown_Step0
0x08064D5C	0x08064D79	thumb	MovementAction_WalkNormalDown_Step1
0x08064D7C	0x08064D9B	thumb	MovementAction_WalkNormalUp_Step0
0x08064D9C	0x08064DB9	thumb	MovementAction_WalkNormalUp_Step1
0x08064DBC	0x08064DDB	thumb	MovementAction_WalkNormalLeft_Step0
0x08064DDC	0x08064DF9	thumb	MovementAction_WalkNormalLeft_Step1
0x08064DFC	0x08064E1B	thumb	MovementAction_WalkNormalRight_Step0
0x08064E1C	0x08064E39	thumb	MovementAction_WalkNormalRight_Step1
0x08064E3C	0x08064EF7	thumb	InitJump
0x08064EF8	0x08064F3B	thumb	InitJumpRegular
0x08064F3C	0x08064FFD	thumb	UpdateJumpAnim
0x08065000	0x08065013	thumb	DoJumpAnimStep
0x08065014	0x08065027	thumb	DoJumpSpecialAnimStep
0x08065028	0x0806503F	thumb	DoJumpAnim
0x08065040	0x08065057	thumb	DoJumpSpecialAnim
0x08065058	0x080650A5	thumb	DoJumpInPlaceAnim
0x080650A8	0x080650D1	thumb	MovementAction_Jump2Down_Step0
0x080650D4	0x080650FD	thumb	MovementAction_Jump2Down_Step1
0x08065100	0x08065129	thumb	MovementAction_Jump2Up_Step0
0x0806512C	0x08065155	thumb	MovementAction_Jump2Up_Step1
0x08065158	0x08065181	thumb	MovementAction_Jump2Left_Step0
0x08065184	0x080651AD	thumb	MovementAction_Jump2Left_Step1
0x080651B0	0x080651D9	thumb	MovementAction_Jump2Right_Step0
0x080651DC	0x08065205	thumb	MovementAction_Jump2Right_Step1
0x08065208	0x0806520F	thumb	InitMovementDelay
0x08065210	0x0806522B	thumb	MovementAction_Delay_Step1
0x0806522C	0x0806524B	thumb	MovementAction_Delay1_Step0
0x0806524C	0x0806526B	thumb	MovementAction_Delay2_Step0
0x0806526C	0x0806528B	thumb	MovementAction_Delay4_Step0
0x0806528C	0x080652AB	thumb	MovementAction_Delay8_Step0
0x080652AC	0x080652CB	thumb	MovementAction_Delay16_Step0
0x080652CC	0x080652EB	thumb	MovementAction_WalkFastDown_Step0
0x080652EC	0x08065309	thumb	MovementAction_WalkFastDown_Step1
0x0806530C	0x0806532B	thumb	MovementAction_WalkFastUp_Step0
0x0806532C	0x08065349	thumb	MovementAction_WalkFastUp_Step1
0x0806534C	0x0806536B	thumb	MovementAction_WalkFastLeft_Step0
0x0806536C	0x08065389	thumb	MovementAction_WalkFastLeft_Step1
0x0806538C	0x080653AB	thumb	MovementAction_WalkFastRight_Step0
0x080653AC	0x080653C9	thumb	MovementAction_WalkFastRight_Step1
0x080653CC	0x080653F5	thumb	UpdateMovementGlide
0x080653F8	0x08065437	thumb	MovementAction_GlideDown_Step0
0x08065438	0x08065461	thumb	MovementAction_GlideDown_Step1
0x08065464	0x080654A3	thumb	MovementAction_GlideUp_Step0
0x080654A4	0x080654CD	thumb	MovementAction_GlideUp_Step1
0x080654D0	0x0806550F	thumb	MovementAction_GlideLeft_Step0
0x08065510	0x08065539	thumb	MovementAction_GlideLeft_Step1
0x0806553C	0x0806557B	thumb	MovementAction_GlideRight_Step0
0x0806557C	0x080655A5	thumb	MovementAction_GlideRight_Step1
0x080655A8	0x080655D3	thumb	FaceDirectionFast
0x080655D4	0x0806560D	thumb	MovementAction_FaceDownFast_Step0
0x08065610	0x08065649	thumb	MovementAction_FaceUpFast_Step0
0x0806564C	0x08065685	thumb	MovementAction_FaceLeftFast_Step0
0x08065688	0x080656C1	thumb	MovementAction_FaceRightFast_Step0
0x080656C4	0x0806570B	thumb	InitMoveInPlace
0x0806570C	0x08065733	thumb	MovementAction_WalkInPlace_Step1
0x08065734	0x0806576F	thumb	MovementAction_WalkInPlaceSlow_Step1
0x08065770	0x080657A5	thumb	MovementAction_WalkInPlaceSlowDown_Step0
0x080657A8	0x080657DD	thumb	MovementAction_WalkInPlaceSlowUp_Step0
0x080657E0	0x08065815	thumb	MovementAction_WalkInPlaceSlowLeft_Step0
0x08065818	0x0806584D	thumb	MovementAction_WalkInPlaceSlowRight_Step0
0x08065850	0x08065885	thumb	MovementAction_WalkInPlaceNormalDown_Step0
0x08065888	0x080658BD	thumb	MovementAction_WalkInPlaceNormalUp_Step0
0x080658C0	0x080658F5	thumb	MovementAction_WalkInPlaceNormalLeft_Step0
0x080658F8	0x0806592D	thumb	MovementAction_WalkInPlaceNormalRight_Step0
0x08065930	0x08065965	thumb	MovementAction_WalkInPlaceFastDown_Step0
0x08065968	0x0806599D	thumb	MovementAction_WalkInPlaceFastUp_Step0
0x080659A0	0x080659D5	thumb	MovementAction_WalkInPlaceFastLeft_Step0
0x080659D8	0x08065A0D	thumb	MovementAction_WalkInPlaceFastRight_Step0
0x08065A10	0x08065A45	thumb	MovementAction_WalkInPlaceFasterDown_Step0
0x08065A48	0x08065A7D	thumb	MovementAction_WalkInPlaceFasterUp_Step0
0x08065A80	0x08065AB5	thumb	MovementAction_WalkInPlaceFasterLeft_Step0
0x08065AB8	0x08065AED	thumb	MovementAction_WalkInPlaceFasterRight_Step0
0x08065AF0	0x08065B0F	thumb	MovementAction_RideWaterCurrentDown_Step0
0x08065B10	0x08065B2D	thumb	MovementAction_RideWaterCurrentDown_Step1
0x08065B30	0x08065B4F	thumb	MovementAction_RideWaterCurrentUp_Step0
0x08065B50	0x08065B6D	thumb	MovementAction_RideWaterCurrentUp_Step1
0x08065B70	0x08065B8F	thumb	MovementAction_RideWaterCurrentLeft_Step0
0x08065B90	0x08065BAD	thumb	MovementAction_RideWaterCurrentLeft_Step1
0x08065BB0	0x08065BCF	thumb	MovementAction_RideWaterCurrentRight_Step0
0x08065BD0	0x08065BED	thumb	MovementAction_RideWaterCurrentRight_Step1
0x08065BF0	0x08065C0F	thumb	MovementAction_WalkFasterDown_Step0
0x08065C10	0x08065C2D	thumb	MovementAction_WalkFasterDown_Step1
0x08065C30	0x08065C4F	thumb	MovementAction_WalkFasterUp_Step0
0x08065C50	0x08065C6D	thumb	MovementAction_WalkFasterUp_Step1
0x08065C70	0x08065C8F	thumb	MovementAction_WalkFasterLeft_Step0
0x08065C90	0x08065CAD	thumb	MovementAction_WalkFasterLeft_Step1
0x08065CB0	0x08065CCF	thumb	MovementAction_WalkFasterRight_Step0
0x08065CD0	0x08065CED	thumb	MovementAction_WalkFasterRight_Step1
0x08065CF0	0x08065D0F	thumb	MovementAction_SlideDown_Step0
0x08065D10	0x08065D2D	thumb	MovementAction_SlideDown_Step1
0x08065D30	0x08065D4F	thumb	MovementAction_SlideUp_Step0
0x08065D50	0x08065D6D	thumb	MovementAction_SlideUp_Step1
0x08065D70	0x08065D8F	thumb	MovementAction_SlideLeft_Step0
0x08065D90	0x08065DAD	thumb	MovementAction_SlideLeft_Step1
0x08065DB0	0x08065DCF	thumb	MovementAction_SlideRight_Step0
0x08065DD0	0x08065DED	thumb	MovementAction_SlideRight_Step1
0x08065DF0	0x08065E0D	thumb	MovementAction_PlayerRunDown_Step0
0x08065E10	0x08065E2D	thumb	MovementAction_PlayerRunDown_Step1
0x08065E30	0x08065E4D	thumb	MovementAction_PlayerRunUp_Step0
0x08065E50	0x08065E6D	thumb	MovementAction_PlayerRunUp_Step1
0x08065E70	0x08065E8D	thumb	MovementAction_PlayerRunLeft_Step0
0x08065E90	0x08065EAD	thumb	MovementAction_PlayerRunLeft_Step1
0x08065EB0	0x08065ECD	thumb	MovementAction_PlayerRunRight_Step0
0x08065ED0	0x08065EED	thumb	MovementAction_PlayerRunRight_Step1
0x08065EF0	0x08065F5F	thumb	InitNpcForRunSlow
0x08065F60	0x08065F8B	thumb	InitRunSlow
0x08065F8C	0x08065FC3	thumb	UpdateRunSlow
0x08065FC4	0x08065FE1	thumb	MovementAction_RunDownSlow_Step0
0x08065FE4	0x08066001	thumb	MovementAction_RunDownSlow_Step1
0x08066004	0x08066021	thumb	MovementAction_RunUpSlow_Step0
0x08066024	0x08066041	thumb	MovementAction_RunUpSlow_Step1
0x08066044	0x08066061	thumb	MovementAction_RunLeftSlow_Step0
0x08066064	0x08066081	thumb	MovementAction_RunLeftSlow_Step1
0x08066084	0x080660A1	thumb	MovementAction_RunRightSlow_Step0
0x080660A4	0x080660C1	thumb	MovementAction_RunRightSlow_Step1
0x080660C4	0x080660EF	thumb	StartSpriteAnimInDirection
0x080660F0	0x08066105	thumb	MovementAction_StartAnimInDirection_Step0
0x08066108	0x08066127	thumb	MovementAction_WaitSpriteAnim
0x08066128	0x08066159	thumb	InitJumpSpecial
0x0806615C	0x08066179	thumb	MovementAction_JumpSpecialDown_Step0
0x0806617C	0x080661A3	thumb	MovementAction_JumpSpecialDown_Step1
0x080661A4	0x080661C1	thumb	MovementAction_JumpSpecialUp_Step0
0x080661C4	0x080661EB	thumb	MovementAction_JumpSpecialUp_Step1
0x080661EC	0x08066209	thumb	MovementAction_JumpSpecialLeft_Step0
0x0806620C	0x08066233	thumb	MovementAction_JumpSpecialLeft_Step1
